1.688984E+2	8.957716E+2	9.691186E-1	1.000000E-2	1.116356E-5	3.817353E+9
1.687130E+2	8.957371E+2	1.070260E+0	1.000000E-2	1.116399E-5	3.817353E+9
1.685256E+2	8.957652E+2	1.170631E+0	1.000000E-2	1.116364E-5	3.817353E+9
1.683388E+2	8.957868E+2	1.268530E+0	1.000000E-2	1.116337E-5	3.817353E+9
1.681428E+2	8.957243E+2	1.372587E+0	1.000000E-2	1.116415E-5	3.817353E+9
1.679551E+2	8.957700E+2	1.470475E+0	1.000000E-2	1.116358E-5	3.817353E+9
1.677595E+2	8.957844E+2	1.569843E+0	1.000000E-2	1.116340E-5	3.817353E+9
1.675723E+2	8.956561E+2	1.670680E+0	1.000000E-2	1.116500E-5	3.817353E+9
1.673729E+2	8.957772E+2	1.769596E+0	1.000000E-2	1.116349E-5	3.817353E+9
1.671699E+2	8.956962E+2	1.872449E+0	1.000000E-2	1.116450E-5	3.817353E+9
1.669710E+2	8.958214E+2	1.971696E+0	1.000000E-2	1.116294E-5	3.817353E+9
1.667712E+2	8.957363E+2	2.071538E+0	1.000000E-2	1.116400E-5	3.817353E+9
1.665685E+2	8.958061E+2	2.162272E+0	1.000000E-2	1.116313E-5	3.817353E+9
1.663831E+2	8.958013E+2	2.253437E+0	1.000000E-2	1.116319E-5	3.817353E+9
1.661574E+2	8.957211E+2	2.348734E+0	1.000000E-2	1.116419E-5	3.817353E+9
1.659535E+2	8.957772E+2	2.449683E+0	1.000000E-2	1.116349E-5	3.817353E+9
1.657402E+2	8.957034E+2	2.550455E+0	1.000000E-2	1.116441E-5	3.817353E+9
1.655263E+2	8.957034E+2	2.651812E+0	1.000000E-2	1.116441E-5	3.817353E+9
1.653178E+2	8.957828E+2	2.752396E+0	1.000000E-2	1.116342E-5	3.817353E+9
1.650997E+2	8.957780E+2	2.852445E+0	1.000000E-2	1.116348E-5	3.817353E+9
1.648874E+2	8.957259E+2	2.949698E+0	1.000000E-2	1.116413E-5	3.817353E+9
1.646726E+2	8.957917E+2	3.048871E+0	1.000000E-2	1.116331E-5	3.817353E+9
1.644484E+2	8.956448E+2	3.150682E+0	1.000000E-2	1.116514E-5	3.817353E+9
1.642243E+2	8.957042E+2	3.251389E+0	1.000000E-2	1.116440E-5	3.817353E+9
1.640024E+2	8.956858E+2	3.354523E+0	1.000000E-2	1.116463E-5	3.817353E+9
1.637764E+2	8.956833E+2	3.455915E+0	1.000000E-2	1.116466E-5	3.817353E+9
1.635523E+2	8.956809E+2	3.560539E+0	1.000000E-2	1.116469E-5	3.817353E+9
1.633244E+2	8.957796E+2	3.662223E+0	1.000000E-2	1.116346E-5	3.817353E+9
1.630916E+2	8.957868E+2	3.760942E+0	1.000000E-2	1.116337E-5	3.817353E+9
1.628635E+2	8.957363E+2	3.854471E+0	1.000000E-2	1.116400E-5	3.817353E+9
1.626260E+2	8.957010E+2	3.948647E+0	1.000000E-2	1.116444E-5	3.817353E+9
1.623881E+2	8.957419E+2	4.043336E+0	1.000000E-2	1.116393E-5	3.817353E+9
1.621547E+2	8.958061E+2	4.133702E+0	1.000000E-2	1.116313E-5	3.817353E+9
1.619139E+2	8.958053E+2	4.230358E+0	1.000000E-2	1.116314E-5	3.817353E+9
1.616728E+2	8.957251E+2	4.332592E+0	1.000000E-2	1.116414E-5	3.817353E+9
1.614238E+2	8.958005E+2	4.434611E+0	1.000000E-2	1.116320E-5	3.817353E+9
1.611776E+2	8.957283E+2	4.538778E+0	1.000000E-2	1.116410E-5	3.817353E+9
1.609331E+2	8.954812E+2	4.639999E+0	1.000000E-2	1.116718E-5	3.817353E+9
1.606729E+2	8.957411E+2	4.743491E+0	1.000000E-2	1.116394E-5	3.817353E+9
1.604230E+2	8.958037E+2	4.844224E+0	1.000000E-2	1.116316E-5	3.817353E+9
1.601676E+2	8.957740E+2	4.946747E+0	1.000000E-2	1.116353E-5	3.817353E+9
1.599103E+2	8.957852E+2	5.041503E+0	1.000000E-2	1.116339E-5	3.817353E+9
1.596452E+2	8.957355E+2	5.135870E+0	1.000000E-2	1.116401E-5	3.817353E+9
1.593824E+2	8.957130E+2	5.237372E+0	1.000000E-2	1.116429E-5	3.817353E+9
1.591167E+2	8.957130E+2	5.336534E+0	1.000000E-2	1.116429E-5	3.817353E+9
1.588477E+2	8.956617E+2	5.439701E+0	1.000000E-2	1.116493E-5	3.817353E+9
1.585784E+2	8.957395E+2	5.542829E+0	1.000000E-2	1.116396E-5	3.817353E+9
1.582978E+2	8.958045E+2	5.646480E+0	1.000000E-2	1.116315E-5	3.817353E+9
1.580215E+2	8.957796E+2	5.748671E+0	1.000000E-2	1.116346E-5	3.817353E+9
1.577406E+2	8.957355E+2	5.851786E+0	1.000000E-2	1.116401E-5	3.817353E+9
1.574546E+2	8.957339E+2	5.953452E+0	1.000000E-2	1.116403E-5	3.817353E+9
1.571687E+2	8.957732E+2	6.055622E+0	1.000000E-2	1.116354E-5	3.817353E+9
1.568779E+2	8.957291E+2	6.159158E+0	1.000000E-2	1.116409E-5	3.817353E+9
1.565825E+2	8.957058E+2	6.261600E+0	1.000000E-2	1.116438E-5	3.817353E+9
1.562719E+2	8.957724E+2	6.365540E+0	1.000000E-2	1.116355E-5	3.817353E+9
