1.688984000000000094e+02	5.556733841474148505e-02
1.687129999999999939e+02	5.171377007970878736e-02
1.685255999999999972e+02	5.485247356418199161e-02
1.683387999999999920e+02	5.726514243480362865e-02
1.681427999999999940e+02	5.028404037858980047e-02
1.679550999999999874e+02	5.538862220209050946e-02
1.677595000000000027e+02	5.699706811583826749e-02
1.675723000000000127e+02	4.266626181488319958e-02
1.673728999999999871e+02	5.619284515896438847e-02
1.671699000000000126e+02	4.714533689413880069e-02
1.669710000000000036e+02	6.112988053312840009e-02
1.667711999999999932e+02	5.162441197339440180e-02
1.665685000000000002e+02	5.942090674977418274e-02
1.663831000000000131e+02	5.888475811184346043e-02
1.661573999999999955e+02	4.992660795331005374e-02
1.659534999999999911e+02	5.619284515896438847e-02
1.657401999999999873e+02	4.794955985101267970e-02
1.655262999999999920e+02	4.794955985101267970e-02
1.653178000000000054e+02	5.681835190320949636e-02
1.650997000000000128e+02	5.628220326530097850e-02
1.648874000000000137e+02	5.046275659124077606e-02
1.646725999999999885e+02	5.781246083600422025e-02
1.644483999999999924e+02	4.140407856310091006e-02
1.642242999999999995e+02	4.803891795732706527e-02
1.640023999999999944e+02	4.598368151198517495e-02
1.637763999999999953e+02	4.570443742972774004e-02
1.635523000000000025e+02	4.543636311076237888e-02
1.633243999999999971e+02	5.646091947792974963e-02
1.630915999999999997e+02	5.726514243480362865e-02
1.628634999999999877e+02	5.162441197339440180e-02
1.626260000000000048e+02	4.768148553204731854e-02
1.623881000000000085e+02	5.224991871761730522e-02
1.621546999999999912e+02	5.942090674977418274e-02
1.619139000000000124e+02	5.933154864343759272e-02
1.616727999999999952e+02	5.037339848492639049e-02
1.614238000000000000e+02	5.879540000552907486e-02
1.611776000000000124e+02	5.073083091020613722e-02
1.609330999999999960e+02	2.313034582077655443e-02
1.606728999999999985e+02	5.216056061130291965e-02
1.604230000000000018e+02	5.915283243080882158e-02
1.601675999999999931e+02	5.583541273368464175e-02
1.599103000000000065e+02	5.708642622217485751e-02
1.596451999999999884e+02	5.153505386708001623e-02
1.593823999999999899e+02	4.902185712682971541e-02
1.591167000000000087e+02	4.902185712682971541e-02
1.588477000000000032e+02	4.329176855910610300e-02
1.585783999999999878e+02	5.198184439867414852e-02
1.582977999999999952e+02	5.924219053712320715e-02
1.580215000000000032e+02	5.646091947792974963e-02
1.577406000000000006e+02	5.153505386708001623e-02
1.574545999999999992e+02	5.135633765442904064e-02
1.571687000000000012e+02	5.574605462737025618e-02
1.568779000000000110e+02	5.082018901652052278e-02
1.565825000000000102e+02	4.821763416995583640e-02
1.562718999999999880e+02	5.565669652105587062e-02
1.559736000000000047e+02	6.022512970664806176e-02
1.556759999999999877e+02	5.028404037858980047e-02
1.553674000000000035e+02	6.031448781296244732e-02
1.550481000000000051e+02	5.663963569058072522e-02
1.547300999999999931e+02	4.946864765842384770e-02
1.544105999999999881e+02	6.157667106472253238e-02
1.540878999999999905e+02	5.619284515896438847e-02
1.537560000000000002e+02	5.431632492627347375e-02
1.534238000000000000e+02	5.010532416596102934e-02
1.530769999999999982e+02	5.378017628834275143e-02
1.527318999999999960e+02	5.556733841474148505e-02
1.523832999999999913e+02	5.672899379689511079e-02
1.520240000000000009e+02	5.010532416596102934e-02
1.516661000000000001e+02	5.672899379689511079e-02
1.512971000000000004e+02	5.207120250498853409e-02
1.509301000000000101e+02	6.166602917103691794e-02
1.505412000000000035e+02	5.735450054111801421e-02
1.501588999999999885e+02	5.332221599345654539e-02
1.497651999999999930e+02	5.547798030842709949e-02
1.493685999999999865e+02	5.699706811583826749e-02
1.489686000000000092e+02	5.341157409977093096e-02
